Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Charged Off,24913,Short Term,623,7,Mortgage,95664,DebtConsolidation,1674.12,21,NA,12,0,23947,29784,0,0
Charged Off,20070,Short Term,734,1,Rent,50175,DebtConsolidation,1237.65,16.5,NA,19,1,12603,23383,1,0
Charged Off,3523,Short Term,697,2,Rent,46973,Other,759.39,14.3,48,8,0,3675,7335,0,0
Charged Off,4470,Long Term,684,4,Mortgage,64366,MajorPurchase,558.91,13.5,32,7,0,27550,45689,0,0
Charged Off,17180,Short Term,736,2,Mortgage,39156,DebtConsolidation,933.21,27.7,13,11,0,6643,16649,0,0
Charged Off,8123,Short Term,707,6,Rent,40211,DebtConsolidation,482.53,8,NA,16,0,5646,5709,0,0
Charged Off,17575,Long Term,671,6,Mortgage,76354,DebtConsolidation,1228.04,10.1,9,19,0,18900,22635,0,0
Charged Off,6427,Short Term,713,4,Rent,24910,Moving,242.87,8.2,35,7,0,3862,11259,0,0
Charged Off,10006,Short Term,709,10,Rent,51031,DebtConsolidation,472.03,19.7,NA,8,0,12587,12910,0,0
Charged Off,23857,Long Term,686,1,Rent,60912,DebtConsolidation,1446.66,10.5,NA,9,0,13585,18687,0,0
Charged Off,13461,Long Term,662,2,Mortgage,34265,MedicalBills,628.48,16.9,6,7,0,4592,9896,0,0
Charged Off,22788,Long Term,680,1,Mortgage,57226,DebtConsolidation,1115.91,19.5,3,23,0,16968,35948,0,0
Charged Off,10593,Short Term,738,7,Mortgage,126413,DebtConsolidation,2138.47,30,7,9,0,6627,12647,0,0
Charged Off,20146,Long Term,699,10,Mortgage,100730,DebtConsolidation,1208.76,25.3,25,12,0,18162,36839,0,0
Charged Off,9363,Short Term,733,9,Own Home,35760,DebtConsolidation,604.94,12.6,71,8,1,1790,4302,1,0
Charged Off,16198,Long Term,725,10,Mortgage,70868,DebtConsolidation,1299.24,29.8,40,23,0,32322,67619,0,0
Charged Off,19864,Long Term,657,1,Rent,43701,DebtConsolidation,884.94,11.4,NA,9,0,9131,10936,0,0
Charged Off,14157,Long Term,709,10,Rent,245775,DebtConsolidation,1056.83,16.5,27,11,0,10152,13573,0,0
Charged Off,9867,Short Term,737,10,Rent,44402,DebtConsolidation,777.03,28.7,42,10,1,9271,13021,1,0
Charged Off,20300,Long Term,701,10,Mortgage,96425,DebtConsolidation,1928.5,24.4,NA,8,0,20335,20499,0,0
Charged Off,15866,Short Term,714,0.5,Mortgage,39703,DebtConsolidation,130.36,14.5,28,11,0,11938,22739,0,0
Charged Off,4905,Short Term,698,5,Rent,34332,Other,738.13,11,68,5,0,27,392,0,0
Charged Off,10649,Short Term,716,1,Mortgage,40280,DebtConsolidation,577.34,9.1,NA,12,0,4788,5338,0,0
Charged Off,14838,Long Term,714,2,Rent,82104,DebtConsolidation,745.78,10.8,NA,7,1,7239,45244,1,0
Charged Off,16064,Long Term,703,10,Rent,90360,DebtConsolidation,2424.66,40.6,61,11,0,39342,69755,0,0
Charged Off,15225,Long Term,740,5,Rent,40132,DebtConsolidation,575.22,15.7,48,15,0,4554,8031,0,0
Charged Off,29295,Long Term,692,10,Mortgage,66442,DebtConsolidation,1223.64,15.8,NA,9,0,17673,23850,0,0
Charged Off,22940,Short Term,739,5,Rent,51865,DebtConsolidation,825.52,18.7,44,21,0,17604,43467,0,0
Charged Off,8258,Short Term,717,0.5,Rent,20863,DebtConsolidation,236.45,19.2,NA,4,1,6609,8896,1,0
Charged Off,1801,Short Term,749,8,Mortgage,74037,DebtConsolidation,559.6,16.5,15,12,0,2649,12380,0,0
Charged Off,2730,Short Term,694,1,Rent,76851,MedicalBills,1408.94,16,24,25,0,3006,3946,0,0
Charged Off,2992,Short Term,704,0.5,Rent,69811,DebtConsolidation,948.26,22.1,10,5,1,730,1496,1,0
Charged Off,1957,Short Term,725,6,Rent,39136,DebtConsolidation,1144.73,20,NA,12,0,20384,35206,0,0
Charged Off,7934,Long Term,710,5,Rent,48499,DebtConsolidation,707.28,20.5,70,10,0,7323,15163,0,0
Charged Off,6267,Short Term,708,3,Rent,40147,Other,866.51,12.8,25,18,0,5394,10767,0,0
Charged Off,12143,Long Term,738,3,Rent,28333,DebtConsolidation,217.46,19.5,NA,14,0,7530,28413,0,0
Charged Off,2010,Short Term,656,0.5,Rent,20262,Other,152.81,14.3,NA,5,1,4828,9040,1,0
Charged Off,6687,Short Term,736,0.5,Rent,49715,DebtConsolidation,188.92,13.7,25,11,0,4095,17880,0,0
Charged Off,9765,Short Term,723,0.5,Rent,34178,DebtConsolidation,780.39,25,NA,9,0,17230,19715,0,0
Charged Off,5987,Short Term,708,0.5,Rent,16978,DebtConsolidation,328.24,15,65,8,0,5215,12270,0,0
Charged Off,23098,Long Term,647,10,Rent,61070,DebtConsolidation,1063.63,16.5,NA,22,0,24804,37927,0,0
Charged Off,19944,Short Term,706,2,Own Home,55611,DebtConsolidation,1241.96,9,NA,11,0,17523,23240,0,0
Charged Off,15311,Long Term,711,5,Rent,73490,DebtConsolidation,636.92,14.7,13,8,1,6412,13166,1,0
Charged Off,16227,Short Term,745,2,Mortgage,103448,DebtConsolidation,1379.31,38.8,31,18,0,40515,47386,0,0
Charged Off,6568,Short Term,726,6,Mortgage,54736,HomeImprovements,579.29,14.1,NA,8,1,2412,4088,1,0
Charged Off,7224,Short Term,746,5,Own Home,25085,DebtConsolidation,451.53,12.2,NA,8,0,7811,23457,0,0
Charged Off,17829,Long Term,658,3,Mortgage,59430,DebtConsolidation,1485.75,16.7,NA,17,0,29103,39704,0,0
Charged Off,21985,Long Term,703,7,Mortgage,49965,DebtConsolidation,545.45,15.8,22,11,1,768,10823,1,0
Charged Off,4885,Short Term,675,3,Rent,51844,DebtConsolidation,609.17,15.7,24,13,1,4055,17862,1,0
Charged Off,17272,Short Term,724,4,Rent,50800,DebtConsolidation,728.14,11.8,14,17,0,5363,16656,0,0
Charged Off,12037,Long Term,691,1,Mortgage,55171,DebtConsolidation,648.25,16,59,7,0,26636,29695,0,0
Charged Off,10219,Short Term,740,10,Mortgage,76838,DebtConsolidation,2298.72,16.9,NA,15,0,13637,37881,0,0
Charged Off,17899,Short Term,736,2,Rent,44748,BusinessLoan,600.37,20.5,NA,8,0,21288,61350,0,0
Charged Off,24595,Short Term,710,3,Rent,102480,DebtConsolidation,1596.98,32,NA,15,0,40200,42050,0,0
Charged Off,9607,Short Term,717,8,Mortgage,35396,DebtConsolidation,303.81,27.4,8,12,0,11594,32294,0,0
Charged Off,28518,Short Term,693,5,Rent,85554,DebtConsolidation,1340.35,15,5,9,0,28734,37268,0,0
Charged Off,29922,Long Term,640,10,Mortgage,64831,DebtConsolidation,1572.15,13.8,NA,15,0,21068,25140,0,0
Charged Off,18275,Short Term,716,6,Own Home,52796,DebtConsolidation,994.31,22,NA,11,0,17775,20814,0,0
Charged Off,18007,Short Term,715,10,Mortgage,75030,DebtConsolidation,1244.25,24.2,21,13,0,10733,18192,0,0
Charged Off,20305,Short Term,716,10,Rent,50890,DebtConsolidation,1153.5,14.5,NA,8,0,19471,27080,0,0
Charged Off,11083,Short Term,719,1,Rent,33864,DebtConsolidation,132.07,10.9,14,10,2,3134,6449,0,2
Charged Off,5365,Short Term,732,0.5,Own Home,22538,DebtConsolidation,510.85,30.4,NA,9,0,11480,23523,0,0
Charged Off,14541,Short Term,748,0.5,Mortgage,68230,DebtConsolidation,1057.56,13.7,NA,12,0,3907,26581,0,0
Charged Off,26711,Long Term,713,1,Own Home,116737,DebtConsolidation,2276.38,25,NA,11,0,26155,49349,0,0
Charged Off,7996,Short Term,743,2,Mortgage,29985,DebtConsolidation,574.71,8,NA,10,0,5485,18103,0,0
Charged Off,14741,Long Term,663,10,Rent,76778,DebtConsolidation,1055.69,24.9,79,8,0,13178,16895,0,0
Charged Off,14738,Short Term,730,10,Mortgage,59968,HomeImprovements,869.53,16.8,20,6,0,745,813,0,0
Charged Off,10171,Short Term,738,1,Rent,91539,DebtConsolidation,1190.01,16.4,11,15,0,9118,19116,0,0
Charged Off,14895,Long Term,709,10,Rent,70503,DebtConsolidation,775.53,31.5,14,10,1,7966,14404,1,0
Charged Off,19846,Long Term,701,10,Mortgage,98039,DebtConsolidation,1887.26,22.3,34,13,0,20080,23322,0,0
Charged Off,10025,Short Term,740,10,Own Home,60150,DebtConsolidation,1082.7,17.7,47,27,0,20012,47875,0,0
Charged Off,12464,Long Term,680,4,Mortgage,66806,HomeImprovements,1759.21,26.9,2,20,0,12624,63121,0,0
Charged Off,16942,Short Term,732,10,Mortgage,59796,DebtConsolidation,1798.86,34.4,50,19,0,21362,38491,0,0
Charged Off,14854,Long Term,663,10,Mortgage,40012,DebtConsolidation,993.63,12.4,NA,9,0,23140,26907,0,0
Charged Off,2010,Short Term,642,1,Rent,35871,Other,735.36,12.1,29,10,1,1282,2109,1,0
Charged Off,4934,Short Term,725,2,Mortgage,77520,DebtConsolidation,375.97,13.3,NA,8,0,11161,12237,0,0
Charged Off,17606,Short Term,744,10,Mortgage,86546,DebtConsolidation,1269.34,10.4,NA,10,0,9610,11777,0,0
Charged Off,35704,Short Term,693,5,Mortgage,110171,Other,954.81,21,NA,11,0,40104,70606,0,0
Charged Off,10923,Long Term,713,3,Mortgage,70798,DebtConsolidation,434.82,14,32,18,1,14625,18212,0,0
Charged Off,9907,Long Term,661,9,Mortgage,62414,Other,1035.03,20,NA,8,1,1451,2974,1,0
Charged Off,4943,Short Term,733,1,Mortgage,49179,MajorPurchase,942.6,25.3,NA,7,0,39527,40541,0,0
Charged Off,7123,Short Term,711,1,Rent,55963,DebtConsolidation,554.96,14,24,7,0,5965,10689,0,0
Charged Off,9662,Short Term,736,3,Rent,22143,DebtConsolidation,302.62,5,NA,4,0,4590,5737,0,0
Charged Off,24398,Long Term,710,6,Rent,107349,Vacation,724.61,16.2,22,12,0,11673,18154,0,0
Charged Off,25698,Long Term,693,10,Mortgage,79072,DebtConsolidation,2075.64,14.5,53,14,0,23079,26197,0,0
Charged Off,15931,Long Term,724,1,Mortgage,59742,Other,338.54,11,NA,10,0,1127,13106,0,0
Charged Off,7861,Short Term,729,1,Rent,27513,DebtConsolidation,662.6,8.7,NA,18,0,9091,20247,0,0
Charged Off,14711,Long Term,730,3,Own Home,49035,DebtConsolidation,396.37,11.9,24,6,0,14998,19997,0,0
Charged Off,21800,Long Term,744,10,Mortgage,48456,DebtConsolidation,977.2,27.2,57,7,0,17300,62455,0,0
Charged Off,9300,Short Term,719,0.5,Mortgage,53001,DebtConsolidation,843.6,16.1,NA,13,0,18312,24546,0,0
Charged Off,15854,Short Term,741,10,Rent,90451,DebtConsolidation,1288.92,17.9,NA,8,0,14472,24000,0,0
Charged Off,11870,Long Term,701,7,Rent,54406,DebtConsolidation,870.5,14.5,28,6,1,5881,9305,1,0
Charged Off,2044,Short Term,686,2,Mortgage,65421,Other,492.83,28.4,NA,22,1,3360,22857,1,0
Charged Off,9925,Short Term,750,6,Mortgage,49625,DebtConsolidation,416.85,27.3,NA,8,0,5342,27534,0,0
Charged Off,20620,Short Term,699,3,Mortgage,92299,DebtConsolidation,2192.09,14,12,13,0,9672,11003,0,0
Charged Off,34243,Short Term,720,10,Mortgage,71359,DebtConsolidation,1195.27,20,42,13,2,41662,61722,0,2
Charged Off,8786,Short Term,679,5,Rent,70287,Other,1880.18,20,4,14,0,15643,29627,0,0
Charged Off,16024,Long Term,686,2,Rent,48072,DebtConsolidation,801.2,14,17,13,0,13017,18517,0,0
Charged Off,14232,Long Term,727,10,Mortgage,158590,DebtConsolidation,4361.21,16.8,37,13,0,24392,34163,0,0
Charged Off,10400,Short Term,661,10,Rent,64383,DebtConsolidation,1325.21,18.8,NA,13,0,13783,15163,0,0
Charged Off,12113,Short Term,729,3,Rent,49040,DebtConsolidation,1078.88,18,18,11,0,8590,11377,0,0
Charged Off,4094,Short Term,718,1,Rent,30708,Other,621.84,16.4,NA,16,1,5510,22040,1,0
Charged Off,6945,Long Term,726,10,Mortgage,46770,DebtConsolidation,500.05,29.7,6,6,0,6864,12301,0,0
Charged Off,3964,Short Term,704,2,Rent,118920,DebtConsolidation,125.86,13.5,NA,6,0,3770,7033,0,0
Charged Off,9123,Short Term,735,7,Rent,45617,DebtConsolidation,184.37,25.6,NA,4,1,6626,22847,1,0
Charged Off,21628,Long Term,693,6,Mortgage,54961,DebtConsolidation,1053.42,18.6,NA,18,0,14788,16785,0,0
Charged Off,34678,Long Term,697,6,Mortgage,81169,DebtConsolidation,980.79,23.2,NA,7,0,10953,11292,0,0
Charged Off,14793,Short Term,743,10,Mortgage,39448,DebtConsolidation,585.14,14,NA,13,0,18295,34981,0,0
Charged Off,20068,Short Term,745,1,Own Home,60204,DebtConsolidation,812.75,30.9,NA,10,1,1892,45058,1,0
Charged Off,35224,Short Term,594,9,Mortgage,90900,HomeImprovements,2121,15,40,10,0,40454,49274,0,0
Charged Off,9877,Short Term,727,10,Rent,33290,DebtConsolidation,268.55,11,NA,5,0,8356,10367,0,0
Charged Off,30030,Long Term,654,4,Mortgage,80080,DebtConsolidation,1401.4,15.8,NA,19,0,19548,22112,0,0
Charged Off,28443,Long Term,726,10,Rent,115989,DebtConsolidation,861.22,17,NA,9,0,23971,45059,0,0
Charged Off,11989,Long Term,704,10,Rent,54951,DebtConsolidation,586.14,22.3,36,12,0,12972,13291,0,0
Charged Off,17318,Long Term,726,4,Mortgage,42798,DebtConsolidation,401.24,20.5,NA,6,0,11522,16530,0,0
Charged Off,12164,Short Term,734,9,Own Home,73289,DebtConsolidation,1282.55,12.7,NA,14,0,17597,20042,0,0
Charged Off,17648,Long Term,723,10,Mortgage,93794,DebtConsolidation,1985.29,18.2,21,11,1,6576,16040,1,0
Charged Off,20456,Long Term,720,1,Mortgage,127850,DebtConsolidation,1939.05,19.1,3,15,0,31077,49172,0,0
Charged Off,10028,Long Term,722,10,Mortgage,65182,DebtConsolidation,329.17,16.8,11,9,0,4775,8319,0,0
Charged Off,10143,Long Term,704,10,Mortgage,74833,HomeImprovements,1093.81,12.3,NA,10,0,15967,17761,0,0
Charged Off,4957,Short Term,743,10,Mortgage,52539,HomeImprovements,1094.56,29.1,7,12,0,33788,388373,0,0
Charged Off,9807,Short Term,741,3,Rent,39228,DebtConsolidation,830.33,42.6,NA,21,0,19393,43096,0,0
Charged Off,18758,Long Term,722,6,Rent,52758,Other,1046.37,14,5,20,0,17761,36925,0,0
Charged Off,9520,Short Term,686,2,Mortgage,40084,BusinessLoan,774.95,23.5,23,8,0,7854,9318,0,0
Charged Off,19124,Short Term,743,10,Mortgage,55358,HomeImprovements,167,13,NA,8,0,9077,31299,0,0
Charged Off,1535,Short Term,723,3,Mortgage,55247,DebtConsolidation,953.02,13.2,NA,9,0,1482,1636,0,0
Charged Off,5193,Long Term,738,1,Mortgage,56926,HomeImprovements,15.18,19.4,33,7,0,888,11838,0,0
Charged Off,9867,Short Term,733,5,Own Home,63149,HomeImprovements,1084.06,12,20,14,0,15699,28806,0,0
Charged Off,22486,Long Term,685,3,Mortgage,56342,DebtConsolidation,1385.07,24.2,74,19,0,49392,86653,0,0
Charged Off,5601,Short Term,738,7,Rent,50010,DebtConsolidation,804.33,13.7,13,18,0,12875,52550,0,0
Charged Off,34783,Long Term,588,2,Rent,119256,Other,2405,13.1,23,11,0,8777,25368,0,0
Charged Off,15012,Short Term,725,5,Mortgage,40032,DebtConsolidation,657.2,17.4,35,8,0,4493,12110,0,0
Charged Off,11099,Long Term,669,1,Rent,36572,DebtConsolidation,224.62,7.8,NA,4,0,6425,6503,0,0
Charged Off,5944,Short Term,738,0.5,Own Home,20803,DebtConsolidation,188.96,14.3,48,7,0,5706,11299,0,0
Charged Off,10166,Long Term,723,1,Rent,44222,DebtConsolidation,895.5,12.8,NA,6,0,19089,26329,0,0
Charged Off,11452,Long Term,672,4,Rent,24950,DebtConsolidation,282.76,13.3,NA,12,0,23142,72318,0,0
Charged Off,11959,Short Term,724,1,Rent,59796,DebtConsolidation,1081.31,13.3,NA,9,1,5153,9370,1,0
Charged Off,17145,Long Term,700,9,Mortgage,246866,DebtConsolidation,1419.47,21.9,9,11,0,14746,21976,0,0
Charged Off,17863,Long Term,704,10,Rent,35726,DebtConsolidation,473.37,11.3,NA,6,0,15548,23920,0,0
Charged Off,21618,Short Term,714,1,Rent,48830,DebtConsolidation,496.44,23.6,NA,8,0,19919,24321,0,0
Charged Off,34384,Long Term,650,6,Rent,196480,BusinessLoan,538.68,12.9,NA,6,0,20462,29485,0,0
Charged Off,34748,Short Term,737,3,Rent,99280,DebtConsolidation,1001.07,20.2,NA,7,0,28414,39629,0,0
Charged Off,14208,Short Term,741,5,Own Home,35521,DebtConsolidation,663.06,14.1,NA,7,0,10754,12726,0,0
Charged Off,24503,Long Term,694,10,Mortgage,62726,DebtConsolidation,1155.21,27.7,9,13,0,13720,23216,0,0
Charged Off,6883,Short Term,726,8,Rent,46707,DebtConsolidation,638.33,27.7,NA,12,1,10436,23088,1,0
Charged Off,21202,Long Term,676,1,Mortgage,80768,DebtConsolidation,1379.79,15,67,13,0,9574,24739,0,0
Charged Off,9583,Short Term,744,7,Mortgage,80714,DebtConsolidation,955.12,14.8,19,11,0,15025,32521,0,0
Charged Off,11767,Long Term,669,1,Mortgage,53206,DebtConsolidation,456.68,15.2,11,6,0,8135,9214,0,0
Charged Off,8869,Short Term,730,6,Own Home,39416,DebtConsolidation,689.78,19.6,NA,16,0,9906,19500,0,0
Charged Off,20855,Long Term,713,1,Rent,54621,DebtConsolidation,1474.75,9.5,6,8,1,4549,13621,1,0
Charged Off,8717,Short Term,731,10,Mortgage,54483,DebtConsolidation,380.47,13.2,NA,6,0,9905,11192,0,0
Charged Off,15643,Long Term,647,5,Mortgage,53774,Other,1384.67,18.9,NA,7,0,31106,45879,0,0
Charged Off,18040,Short Term,740,7,Mortgage,55121,DebtConsolidation,505.28,26,NA,8,0,17367,19232,0,0
Charged Off,14180,Long Term,714,3,Own Home,35204,DebtConsolidation,651.28,11.9,NA,33,0,19061,34532,0,0
Charged Off,22990,Short Term,739,2,Rent,54857,DebtConsolidation,768,12.5,40,5,0,16946,18260,0,0
Charged Off,6631,Short Term,713,2,Rent,24558,DebtConsolidation,525.94,12.1,18,8,0,4789,6679,0,0
Charged Off,30642,Long Term,665,1,Mortgage,72519,DebtConsolidation,2024.5,18.9,74,15,0,37734,51268,0,0
Charged Off,22425,Long Term,737,10,Mortgage,88679,DebtConsolidation,2342.61,30.7,NA,11,0,20125,28833,0,0
Charged Off,19565,Short Term,742,6,Mortgage,50360,DebtConsolidation,1019.79,18.7,NA,11,0,20868,27207,0,0
Charged Off,19676,Long Term,661,0.5,Rent,54751,DebtConsolidation,1272.97,21.6,51,12,0,8606,19559,0,0
Charged Off,23543,Long Term,695,10,Rent,64487,DebtConsolidation,1321.98,15.5,NA,8,0,7357,13828,0,0
Charged Off,17942,Long Term,713,10,Mortgage,51834,DebtConsolidation,453.54,24.1,50,14,0,11581,21018,0,0
Charged Off,31714,Long Term,616,2,Rent,89522,DebtConsolidation,660.23,13.4,56,17,0,19433,35527,0,0
Charged Off,20488,Short Term,738,7,Mortgage,76830,DebtConsolidation,1639.04,13.8,NA,12,0,28156,37793,0,0
Charged Off,26765,Long Term,625,10,Mortgage,82278,DebtConsolidation,1414.5,19,NA,13,0,18387,22700,0,0
Charged Off,22334,Long Term,690,10,Mortgage,44667,DebtConsolidation,978.95,15,NA,22,0,16868,62016,0,0
Charged Off,15227,Long Term,694,10,Mortgage,58876,Other,1717.21,16.3,NA,16,0,43531,61311,0,0
Charged Off,22400,Short Term,726,4,Mortgage,81722,DebtConsolidation,1709.34,16.3,2,16,0,21723,50755,0,0
Charged Off,27692,Long Term,725,4,Mortgage,118680,BusinessLoan,1256.03,15,NA,13,0,21033,46844,0,0
Charged Off,9915,Short Term,734,10,Mortgage,30507,DebtConsolidation,254.23,8.1,NA,5,0,11411,16980,0,0
Charged Off,5046,Short Term,732,5,Rent,22202,DebtConsolidation,182.61,21.2,17,4,0,3585,5049,0,0
Charged Off,10618,Short Term,715,10,Rent,30702,DebtConsolidation,670.33,24.3,NA,15,1,15862,34784,0,0
Charged Off,12016,Short Term,732,2,Mortgage,65085,DebtConsolidation,1491.52,14,4,17,0,15618,23918,0,0
Charged Off,14663,Short Term,719,7,Rent,58650,DebtConsolidation,997.05,13.1,18,19,1,14462,16915,1,0
Charged Off,14966,Long Term,722,6,Mortgage,32900,DebtConsolidation,490.76,17.8,NA,14,0,7938,13975,0,0
Charged Off,1488,Short Term,706,1,Rent,56527,HomeImprovements,350.94,16,43,5,0,699,768,0,0
Charged Off,17188,Long Term,633,2,Mortgage,62682,HomeImprovements,1791.65,12.9,57,14,0,7856,15680,0,0
Charged Off,13847,Long Term,648,2,Rent,59346,Other,811.06,8.7,44,7,0,6607,18201,0,0
Charged Off,10641,Short Term,735,6,Own Home,55737,DebtConsolidation,761.74,28,NA,14,0,16551,20977,0,0
Charged Off,8628,Short Term,703,0.5,Own Home,20883,DebtConsolidation,692.61,51.9,24,5,0,21746,23741,0,0
Charged Off,13492,Long Term,661,1,Rent,39859,DebtConsolidation,956.61,9.2,NA,6,0,14527,15790,0,0
Charged Off,2817,Short Term,748,0.5,Mortgage,63391,DebtConsolidation,781.82,23.1,53,10,0,5620,39025,0,0
Charged Off,3035,Long Term,742,10,Mortgage,25801,HomeImprovements,522.04,16.8,NA,5,0,10581,12857,0,0
Charged Off,18017,Long Term,668,6,Rent,45549,DebtConsolidation,569.36,17,NA,13,0,7807,11073,0,0
Charged Off,15976,Long Term,737,4,Rent,47429,DebtConsolidation,592.86,17,NA,22,0,17463,42801,0,0
Charged Off,15906,Short Term,738,7,Rent,71575,DebtConsolidation,371.59,17,NA,7,0,17196,26953,0,0
Charged Off,12285,Short Term,725,9,Mortgage,43875,DebtConsolidation,1034.72,11.5,25,10,0,6873,12968,0,0
Charged Off,4409,Short Term,724,3,Rent,24495,DebtConsolidation,129.41,6.7,NA,6,0,4702,7050,0,0
Charged Off,3994,Long Term,702,7,Rent,20966,DebtConsolidation,321.48,10.5,NA,4,0,3060,4192,0,0
Charged Off,5993,Short Term,727,10,Mortgage,86556,Other,2820.28,19,31,10,0,35232,61702,0,0
Charged Off,1412,Short Term,709,8,Mortgage,19361,HomePurchase,137.14,8.6,NA,3,0,5785,6350,0,0
Charged Off,24458,Short Term,727,5,Rent,132483,DebtConsolidation,2550.3,9.7,NA,14,0,77332,79316,0,0
Charged Off,14798,Long Term,728,10,Mortgage,69055,DebtConsolidation,284.28,17.2,43,12,0,8861,33691,0,0
Charged Off,16443,Long Term,727,1,Rent,50130,DebtConsolidation,597.38,11,NA,6,0,9992,12038,0,0
Charged Off,8934,Short Term,703,9,Mortgage,77155,DebtConsolidation,1716.7,16.6,15,9,2,14302,20002,0,2
Charged Off,3843,Short Term,706,0.5,Rent,14469,DebtConsolidation,147.71,15.3,52,3,0,5020,6027,0,0
Charged Off,12193,Long Term,693,10,Rent,44708,DebtConsolidation,465.71,26.5,NA,9,1,7066,12848,1,0
Charged Off,24830,Long Term,663,3,Rent,52640,DebtConsolidation,679.49,18.7,NA,10,0,16480,28913,0,0
Charged Off,23410,Short Term,694,10,Rent,67303,DebtConsolidation,1127.32,11.2,NA,7,0,15921,16777,0,0
Charged Off,17903,Short Term,714,6,Mortgage,65205,DebtConsolidation,1369.3,17.5,NA,22,0,26303,42699,0,0
Charged Off,15375,Short Term,747,10,Mortgage,46740,DebtConsolidation,181.51,14,NA,6,0,4881,7384,0,0
Charged Off,17562,Short Term,726,4,Rent,43968,DebtConsolidation,465.33,20.7,NA,12,1,16050,26225,1,0
Charged Off,24168,Long Term,653,1,Rent,49834,DebtConsolidation,723.42,12.8,NA,5,0,4244,5482,0,0
Charged Off,7316,Short Term,734,1,Rent,21461,DebtConsolidation,289.72,8.3,NA,8,0,8484,13174,0,0
Charged Off,12926,Short Term,720,8,Own Home,51704,DebtConsolidation,1042.69,11.4,NA,16,0,11917,18083,0,0
Charged Off,9912,Short Term,727,5,Rent,39648,DebtConsolidation,842.52,9.9,NA,16,0,16444,42273,0,0
Charged Off,35193,Short Term,720,10,Mortgage,145798,DebtConsolidation,976.84,16,NA,14,0,49774,84794,0,0
Charged Off,14918,Long Term,677,4,Rent,51356,BusinessLoan,1019.41,13.1,5,7,0,14491,17608,0,0
Charged Off,11880,Short Term,745,7,Mortgage,52229,DebtConsolidation,661.57,24.3,28,9,0,13699,41016,0,0
Charged Off,20049,Long Term,722,6,Mortgage,44829,DebtConsolidation,821.87,15.7,NA,10,0,23355,28378,0,0
Charged Off,6039,Short Term,746,10,Mortgage,70455,DebtConsolidation,1250.58,20.5,NA,14,0,16112,27495,0,0
Charged Off,34713,Long Term,679,7,Mortgage,76964,DebtConsolidation,820.94,23.1,66,15,0,27644,41633,0,0
Charged Off,10624,Short Term,705,10,Rent,29580,DebtConsolidation,322.92,12,NA,10,2,8216,13209,1,1
Charged Off,5487,Long Term,733,1,Mortgage,74820,DebtConsolidation,1066.19,25.8,NA,21,0,12537,14460,0,0
Charged Off,18097,Long Term,681,9,Rent,45243,DebtConsolidation,795.52,13.9,NA,12,0,24104,37487,0,0
