Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
19894,613,1,55289,1810.71,8.3,30.54647293,14,0,12365,14703,0,0,Charged Off,
4881,732,3,35592,438.97,19.5,82,8,0,13387,14333,0,0,Charged Off,
10599,725,1,42496,527.65,17.7,30,10,0,6446,10726,0,0,Charged Off,
23297,658,6,79904,838.99,18.6,37,9,0,3813,6292,0,0,Charged Off,
12042,685,9,45158,812.84,11.4,35.23427368,8,0,17149,17771,0,0,Charged Off,
9215,746,1,45722,0,27.1,35.5557093,5,0,1448,36212,0,0,Charged Off,
26527,706,8,60288,964.61,10.9,35.56489764,13,0,5285,31090,0,0,Charged Off,
4274,718,4,40700,593.54,10.3,0,11,0,1893,9656,0,0,Charged Off,
11981,707,10,47923,744.01,27.7,33.9036037,9,0,11358,19684,0,0,Charged Off,
29508,592,9,102294,1568.52,22.3,44,14,2,14119,21821,0,2,Charged Off,
7887,747,10,100562,1307.3,19.4,39,13,0,11047,15964,0,0,Charged Off,
9159,748,0.5,29706,349.05,21.5,37.80595372,9,0,10458,19997,0,0,Charged Off,
19926,740,2,77711,1165.67,16.1,37.05167842,13,0,32870,44904,0,0,Charged Off,
12144,727,2,78936,490.72,11,34.81074435,11,0,11087,17137,0,0,Charged Off,
27330,723,10,79288,1182.71,14.5,35.64017914,12,0,6251,22325,0,0,Charged Off,
6907,721,0.5,20721,467.94,30,47,11,1,3745,7984,1,0,Charged Off,
12106,740,5,72634,1099.79,26.1,34.99500414,12,0,16725,39821,0,0,Charged Off,
15819,625,10,43503,1051.31,20.6,12,11,0,16003,18001,0,0,Charged Off,
31914,641,10,93258,2385.84,21.2,10,11,0,20212,26421,0,0,Charged Off,
12269,742,8,35784,760.41,8.8,60,10,0,10060,15843,0,0,Charged Off,
9843,737,0.5,28958,521.24,32.8,36.84881359,4,0,18429,19689,0,0,Charged Off,
18812,655,1,55458,868.84,12.4,31.89207307,14,0,19518,19957,0,0,Charged Off,
4735,710,3,40321,648.49,9.5,36.40446616,7,0,5128,6019,0,0,Charged Off,
34629,716,2,122290,1263.66,14.1,33.20404339,14,0,21596,24129,0,0,Charged Off,
29928,728,5,157177,915.56,16.2,30.98646772,17,0,35672,71775,0,0,Charged Off,
10185,701,6,41759,591.58,13.3,16,19,0,20426,33485,0,0,Charged Off,
24071,611,6,70798,341.01,10.5,14,13,0,16260,33184,0,0,Charged Off,
27991,696,10,66787,801.44,7.7,21,16,0,19244,41743,0,0,Charged Off,
10833,689,10,46098,576.23,19.8,66,15,1,7118,25603,1,0,Charged Off,
13715,715,10,48854,1217.29,17.2,44,12,1,2352,6608,1,0,Charged Off,
9271,700,10,75788,1345.23,22.2,7,10,0,1942,3349,0,0,Charged Off,
15315,742,1,46966,536.2,9,40,8,0,9734,14998,0,0,Charged Off,
9855,663,1,166397,232.95,7.7,25.14346639,5,0,0,0,0,0,Charged Off,
6918,739,4,119168,1241.34,25.5,65,12,0,25776,38357,0,0,Charged Off,
12303,730,1,26851,150.37,27.9,35.30808899,10,0,2813,21311,0,0,Charged Off,
11726,733,10,58632,767.1,23.3,36.33755422,5,0,14160,14858,0,0,Charged Off,
7331,710,10,63531,1027.08,27.8,60,14,0,11203,21881,0,0,Charged Off,
8114,724,6,55787,850.74,17.7,35.73313626,9,0,10313,21178,0,0,Charged Off,
29790,724,9,66528,704.09,17.7,38,9,0,6550,12719,0,0,Charged Off,
9773,726,10,58638,776.95,10.8,36.68473892,9,0,8848,10951,0,0,Charged Off,
24784,691,6,55638,700.11,16.6,76,8,0,8409,17816,0,0,Charged Off,
29478,746,6,210669,2370.03,15.6,36.786021,22,1,12725,35945,1,0,Charged Off,
6433,693,10,79792,1563.92,31.2,5,18,0,34259,54552,0,0,Charged Off,
20564,724,10,46651,715.32,15.9,37.04927783,11,0,13733,21458,0,0,Charged Off,
30732,717,8,151611,558.43,17.5,6,8,0,82941,186803,0,0,Charged Off,
10952,718,1,32561,621.37,15.3,37.08558284,10,0,18857,20125,0,0,Charged Off,
35487,690,10,90237,2060.42,16,33.66969786,21,0,25959,34891,0,0,Charged Off,
12254,694,0.5,40848,885.04,29.1,10,11,0,9721,14819,0,0,Charged Off,
35200,727,10,130741,2571.24,18.1,18,17,0,13360,14490,0,0,Charged Off,
4980,732,0.5,55770,613.47,37.6,40.10333804,9,1,943,4578,1,0,Charged Off,
9148,737,3,101640,1981.98,10.8,36.96080156,10,0,32562,41376,0,0,Charged Off,
11398,740,10,68929,1683.02,18,36.08496691,24,0,29576,50386,0,0,Charged Off,
3517,737,10,44937,966.15,29,35.74635702,11,0,15632,16612,0,0,Charged Off,
5012,712,0.5,21265,349.09,13.8,63,15,0,11107,27357,0,0,Charged Off,
7006,737,10,38030,222.16,16.7,37.3946844,6,0,7219,12112,0,0,Charged Off,
6125,745,1,35728,269.45,9.9,38.74841626,6,0,5256,6228,0,0,Charged Off,
18398,701,3,163536,2739.23,15.5,30.52874639,16,0,30469,31476,0,0,Charged Off,
28286,717,10,78796,1208.2,29.4,38,9,0,22091,46313,0,0,Charged Off,
9922,721,10,69454,688.76,14.6,36.26173546,4,0,22948,39702,0,0,Charged Off,
34325,707,10,196140,1797.95,27.1,37,8,0,31735,32649,0,0,Charged Off,
34325,621,8,117684,1931.98,15.5,29.55686142,10,0,53113,55558,0,0,Charged Off,
12217,699,1,39488,1306.39,18,43.20415702,8,1,6488,14915,1,0,Charged Off,
34797,720,1,129246,3123.45,17,35.18044003,10,0,10343,16211,0,0,Charged Off,
6141,702,1,49128,456.48,20.6,25,11,0,12273,24255,0,0,Charged Off,
9929,689,5,64539,871.27,12.8,72,9,0,7191,30213,0,0,Charged Off,
29328,685,1,195520,1134.02,21.5,23.81173812,22,0,23830,64059,0,0,Charged Off,
19223,674,4,48118,962.36,30.9,42,18,0,9548,24172,0,0,Charged Off,
25740,693,10,94224,1751,23.6,35,14,0,5544,13657,0,0,Charged Off,
27153,730,6,68768,1661.9,16.2,36.43967432,20,0,16957,33381,0,0,Charged Off,
11884,719,1,49515,614.81,13.3,20,15,0,12523,31076,0,0,Charged Off,
2160,702,1,39264,1047.04,8.8,28,7,0,1732,4123,0,0,Charged Off,
10022,718,2,34567,613.57,14,37.10099672,6,0,5825,8694,0,0,Charged Off,
16640,684,7,57965,1091.67,21.5,23,19,3,9198,18001,0,0,Charged Off,
9563,730,3,28336,443.93,12.7,18,15,0,10517,22471,0,0,Charged Off,
18079,728,3,44276,453.82,6.9,38.90175858,6,0,17505,20569,0,0,Charged Off,
9716,716,1,74895,476.83,8.4,37.80760847,10,1,15713,20757,0,0,Charged Off,
11887,727,10,59436,1575.05,17.8,56,12,0,24030,31912,0,0,Charged Off,
2716,688,10,29177,605.42,27.8,57,7,0,3560,7250,0,0,Charged Off,
17686,690,10,69258,2308.6,14.5,34.53925886,22,0,31368,74332,0,0,Charged Off,
29339,744,3,106229,1646.54,17.8,6,20,0,36464,66177,0,0,Charged Off,
24832,698,8,56463,1284.53,7.4,35.87931805,16,0,9709,13910,0,0,Charged Off,
13828,738,6,40450,775.3,23.7,17,9,0,14251,21723,0,0,Charged Off,
18108,740,5,62372,1179.87,15.6,45.41076375,6,1,5188,18397,1,0,Charged Off,
19894,681,6,99470,799.91,26,30,4,0,51792,137745,0,0,Charged Off,
21136,660,10,47024,877.77,17.2,33.11659784,7,0,11780,13311,0,0,Charged Off,
15341,701,3,55226,800.77,6.1,36.40972505,5,0,6291,11355,0,0,Charged Off,
1016,731,2,38593,604.3,14.8,37.09259729,8,0,11682,14826,0,0,Charged Off,
6979,731,5,49850,1287.79,11,8,15,0,13781,23121,0,0,Charged Off,
34531,705,2,173642,1678.53,19.1,8,22,2,12155,36068,2,0,Charged Off,
4848,615,0.5,16345,531.22,14.7,30.1393003,11,0,12668,15581,0,0,Charged Off,
7151,711,3,28202,613.38,8.5,38.01458135,4,0,8530,11590,0,0,Charged Off,
12065,732,2,70378,1618.69,12.4,37.60426616,11,0,27831,76042,0,0,Charged Off,
10401,739,7,42004,1127.11,14.2,32,9,0,19728,27786,0,0,Charged Off,
18184,710,6,40408,620.26,15.7,36.5926616,7,0,11261,15342,0,0,Charged Off,
29376,695,8,78336,1488.38,30.2,15,7,0,10757,12537,0,0,Charged Off,
19652,721,5,221085,1630.51,18.2,44,10,1,2119,21195,1,0,Charged Off,
34699,669,7,69398,336.01,14.9,43,11,0,12237,22208,0,0,Charged Off,
8150,737,1,37183,470.98,11.4,47,22,0,7394,16803,0,0,Charged Off,
10384,735,6,90602,2114.05,21.5,34,15,0,14671,20960,0,0,Charged Off,
18344,701,3,61146,733.75,15.6,34.35496352,9,0,8745,21381,0,0,Charged Off,
6146,742,4,30732,71.96,6.1,39.19154605,5,0,2294,6461,0,0,Charged Off,
30723,695,10,89097,1336.45,28.5,7,15,0,18074,23443,0,0,Charged Off,
30132,693,10,75330,2115.52,16.7,34.1003191,27,0,39135,101125,0,0,Charged Off,
10184,716,10,71288,1259.42,33.9,32.92753539,8,0,11008,13441,0,0,Charged Off,
17964,638,1,49900,1085.33,11.8,32.22006857,6,0,13458,16574,0,0,Charged Off,
23950,713,5,99790,1114.32,28.6,31,14,1,25649,38339,0,0,Charged Off,
35585,648,10,101670,974.33,15,26,7,0,10676,14746,0,0,Charged Off,
9835,721,3,47208,597.97,11.3,37,6,0,472,492,0,0,Charged Off,
28146,727,2,61242,1250.36,17.4,36.83825408,16,0,24668,34696,0,0,Charged Off,
19232,727,6,60732,176.12,23.7,45,13,0,6663,41646,0,0,Charged Off,
10948,740,8,99526,129.38,17.5,33.9451588,2,0,932,3490,0,0,Charged Off,
25600,729,3,81920,1529.17,13.6,37.66284955,9,0,30857,38002,0,0,Charged Off,
34136,690,10,117036,1092.34,19,31.65470554,13,0,34925,50324,0,0,Charged Off,
21756,739,10,49785,788.27,15.4,38.10748588,12,0,16493,23799,0,0,Charged Off,
24973,704,3,73692,982.56,18.5,34.58684359,7,0,14205,23754,0,0,Charged Off,
6113,736,4,31787,580.63,15.8,21,7,0,1625,4683,0,0,Charged Off,
20304,642,8,56851,563.77,16.4,30,9,0,14779,24268,0,0,Charged Off,
7430,735,10,57428,1641.47,27.3,37.06740269,11,0,37455,41024,0,0,Charged Off,
10025,724,9,54270,827.62,19.5,21,12,0,9646,14164,0,0,Charged Off,
12198,736,7,71155,1251.14,13.9,10,9,0,3643,4775,0,0,Charged Off,
9951,742,8,44780,440.33,18,36.36391487,12,0,332,36929,0,0,Charged Off,
13980,747,8,67905,519.47,17,36.00278759,13,0,11109,58471,0,0,Charged Off,
12035,716,3,43779,1134.61,17,36.62579564,13,0,26509,61081,0,0,Charged Off,
26478,675,10,67462,1101.88,20.5,33.58463205,10,0,35613,42046,0,0,Charged Off,
15098,698,10,97296,1898.09,25.3,32.65312498,15,0,44238,86742,0,0,Charged Off,
29460,742,10,318204,2969.91,31,21.74749071,19,0,26575,140608,0,0,Charged Off,
32966,665,7,71870,1623.07,10,34.70154726,12,0,34632,45329,0,0,Charged Off,
5030,717,10,135810,2116.37,12,1,12,0,1351,4534,0,0,Charged Off,
2033,729,5,42693,444.72,13.7,46,10,0,7297,11279,0,0,Charged Off,
6814,677,1,28435,312.78,11,34.01969619,9,0,6098,15476,0,0,Charged Off,
9888,743,6,47265,291.86,18.5,40,14,0,12444,43972,0,0,Charged Off,
11416,665,6,38219,914.07,15.4,54,7,0,4666,19938,0,0,Charged Off,
15986,728,2,49955,836.75,18.5,44.16800739,9,1,11365,21565,1,0,Charged Off,
11984,681,9,47733,1058.08,18,42,18,1,16525,30377,0,0,Charged Off,
7332,712,0.5,84796,1936.17,16.9,69,10,0,9992,12275,0,0,Charged Off,
5284,701,1,25859,693.89,8.8,35.0269775,19,0,1373,3143,0,0,Charged Off,
28454,743,10,111286,1891.86,22.5,35.48286275,14,0,27296,61478,0,0,Charged Off,
14167,742,1,40476,354.17,8.5,16,8,0,7028,10632,0,0,Charged Off,
11944,745,10,47774,1086.87,14.7,16,10,0,10675,18597,0,0,Charged Off,
6250,721,1,38084,1237.71,13.2,36.72466991,18,0,19674,20600,0,0,Charged Off,
7363,737,1,20616,420.9,26.4,43.59987878,15,1,9958,33530,1,0,Charged Off,
9978,734,10,34923,544.22,25.8,44,7,0,9550,14875,0,0,Charged Off,
15105,739,1,30210,15.11,11.5,38.66424252,4,0,388,16856,0,0,Charged Off,
9792,630,10,36563,892.76,12.3,62,16,1,9806,18857,1,0,Charged Off,
17661,728,5,45414,904.5,15.5,45.09835339,11,1,17733,33777,1,0,Charged Off,
19836,632,10,71410,1231.82,14.4,29.25437993,18,0,21966,49810,0,0,Charged Off,
28638,667,7,143192,1742.17,29.5,28.30149111,9,0,42121,54140,0,0,Charged Off,
10948,717,1,69671,1654.69,21,19,16,0,18582,20809,0,0,Charged Off,
5405,723,1,52043,478.36,38,61,17,0,4532,38736,0,0,Charged Off,
27608,701,1,66463,1434.49,11,43.07399156,17,1,23624,45431,1,0,Charged Off,
7598,738,2,20126,427.68,8.9,38.37379988,16,0,7183,24023,0,0,Charged Off,
11766,688,2,44123,400.78,14.7,38,8,0,4943,7355,0,0,Charged Off,
9857,745,3,177426,1404.62,12.1,56,15,0,9086,27787,0,0,Charged Off,
11065,726,5,75615,2161.33,18.2,51,14,0,58090,108580,0,0,Charged Off,
11901,708,1,29814,462.12,9.7,13,10,1,5746,14621,1,0,Charged Off,
34850,683,10,89613,1687.71,29,31.5909892,16,0,25646,33745,0,0,Charged Off,
17874,625,3,49650,827.5,9.6,64,8,0,9133,13796,0,0,Charged Off,
30138,711,1,74340,1226.62,17.9,34.96617379,16,0,27273,47597,0,0,Charged Off,
10135,726,10,35473,812.91,13.5,38.29045653,8,0,16102,17734,0,0,Charged Off,
34608,635,1,85037,1722,21,30.19510699,11,0,28569,58785,0,0,Charged Off,
7425,729,10,58410,944.29,16,24,37,0,2505,7036,0,0,Charged Off,
13065,710,4,54439,462.73,5.6,35.92522348,11,0,10755,32591,0,0,Charged Off,
35522,677,1,157310,2123.68,14,29.80178028,11,0,20447,29210,0,0,Charged Off,
24933,690,10,49865,241.43,15.7,35.05003355,2,0,6038,6283,0,0,Charged Off,
4810,680,8,42088,631.32,16.5,32.8412986,12,0,9586,13520,0,0,Charged Off,
29295,690,3,81050,1438.63,12.5,33.37023972,18,0,16230,33884,0,0,Charged Off,
25290,710,10,85986,1483.26,18,41,14,0,22117,41573,0,0,Charged Off,
4898,734,7,43877,1111.55,19.2,11,13,0,4122,4386,0,0,Charged Off,
6938,733,3,52534,709.2,10.7,36.97897462,10,0,8057,12099,0,0,Charged Off,
15367,744,10,57040,1098.03,19,37.20721955,20,0,34856,49441,0,0,Charged Off,
7076,739,9,38410,652.98,15.3,37.6056503,10,0,4614,5864,0,0,Charged Off,
14744,675,2,38840,1110.17,6.1,35.78752067,7,0,8457,20527,0,0,Charged Off,
10882,719,10,32353,776.48,19,37.49647314,8,0,22418,28023,0,0,Charged Off,
24442,720,5,91656,2176.83,18.5,35.59196983,13,0,21998,66865,0,0,Charged Off,
17626,728,0.5,52681,233.12,49.5,2,6,0,4430,7054,0,0,Charged Off,
5403,732,8,23449,353.68,11,79,9,0,8696,13959,0,0,Charged Off,
35770,657,10,153300,1916.25,24.2,49,13,0,25029,31364,0,0,Charged Off,
14196,743,5,55205,830.83,19.6,37.06878415,7,0,2429,15471,0,0,Charged Off,
29847,616,9,114489,3119.82,23,6,24,0,47548,72151,0,0,Charged Off,
16373,729,10,204660,1563.94,17.5,47,13,0,98716,119510,0,0,Charged Off,
25001,738,10,51589,928.61,17,38.22200209,8,0,8285,41633,0,0,Charged Off,
15627,665,0.5,63974,927.62,30.2,33.11358497,3,0,70468,79805,0,0,Charged Off,
14044,742,6,38524,468.71,12.5,39.09589862,5,0,8154,9651,0,0,Charged Off,
13727,741,9,79310,760.06,19.5,35.38832069,10,0,12472,30272,0,0,Charged Off,
34923,665,10,177608,2442.12,24.4,7,11,0,15076,16263,0,0,Charged Off,
9599,714,1,32506,300.68,7.7,37.22001321,8,0,9562,16044,0,0,Charged Off,
9841,687,10,69346,2109.28,33.6,6,21,0,26158,56618,0,0,Charged Off,
16338,715,9,66372,1355.08,15.6,41.24243362,28,1,20729,47327,1,0,Charged Off,
10673,721,3,126163,493.08,26.1,76,10,0,18328,26145,0,0,Charged Off,
9439,674,2,56956,991.98,12.5,7,7,0,3755,5490,0,0,Charged Off,
9838,746,10,70834,624.52,22.5,11,9,0,52130,105100,0,0,Charged Off,
8182,720,6,46026,606.01,13,33,8,0,7542,13232,0,0,Charged Off,
34867,692,10,91650,878.32,14.5,33.04202106,16,0,27272,42546,0,0,Charged Off,
23719,697,10,88947,1022.89,22.3,32.66742514,18,0,48967,73858,0,0,Charged Off,
9426,736,5,51594,814.76,13,38.44289521,8,0,30577,47405,0,0,Charged Off,
4079,727,5,45887,531.52,19.8,34.45810108,16,0,5922,19354,0,0,Charged Off,
11028,688,10,52656,1496.29,17.7,58,9,0,5801,11719,0,0,Charged Off,
8106,719,3,42559,245.07,21.5,40,10,0,8422,12259,0,0,Charged Off,
20386,711,5,76448,1987.64,28.8,9,14,0,43055,62762,0,0,Charged Off,
14491,703,4,41968,563.07,9.7,36.00511049,9,0,6009,7635,0,0,Charged Off,
5041,737,2,51147,613.77,10.9,36.74750556,11,0,3644,4428,0,0,Charged Off,
25255,733,10,151530,3321.03,32.5,33.45086756,16,0,53862,77056,0,0,Charged Off,
28252,713,6,126125,1755.24,10.5,8,9,1,7361,15240,1,0,Charged Off,
20739,632,1,108335,2581.98,10.5,28.73100447,24,0,32079,36044,0,0,Charged Off,
22575,718,1,45351,294.41,18.7,63,9,0,15197,39065,0,0,Charged Off,
4063,668,3,35553,432.56,19.8,28,7,0,3493,3760,0,0,Charged Off,
30732,668,7,76830,1338.12,21.1,46,11,0,27697,45330,0,0,Charged Off,
9475,684,5,53298,1505.67,14.8,49,11,0,9535,14899,0,0,Charged Off,
7416,714,10,34608,513.36,14.3,65,6,0,6344,12464,0,0,Charged Off,
25030,729,5,130156,2570.58,43.8,33,27,0,21378,32538,0,0,Charged Off,
10006,659,3,77046,1592.28,17.1,31.39975382,8,0,17280,21682,0,0,Charged Off,
18274,696,10,56851,758.02,13.1,34.41115961,14,0,15104,21008,0,0,Charged Off,
34363,714,10,124689,2504.16,21.8,19,21,0,37827,62011,0,0,Charged Off,
15282,737,10,56034,1438.21,15.5,38.02795558,12,0,15746,23224,0,0,Charged Off,
12029,717,8,32077,633.52,14.7,36.50088165,16,0,17850,23061,0,0,Charged Off,
20268,631,0.5,64858,1286.34,30.6,61,9,0,13601,14183,0,0,Charged Off,
20126,702,10,80504,1153.89,31.1,32.62574239,8,0,22002,24446,0,0,Charged Off,
24372,712,6,86318,1719.16,6.6,37.04573676,10,0,25319,31375,0,0,Charged Off,
35718,741,10,153075,2678.81,16.9,32.29307838,34,0,34406,145173,0,0,Charged Off,
28599,677,10,117936,1778.87,23.2,73,8,0,22596,31252,0,0,Charged Off,
18304,743,9,53896,1149.78,29.4,36.51287228,15,0,29868,84853,0,0,Charged Off,
30282,733,3,88827,681.75,17,26,10,0,32887,49679,0,0,Charged Off,
19818,692,6,59454,1248.53,19.9,35.09939865,11,1,15307,19015,0,1,Charged Off,
7250,708,10,100690,1267.01,22.4,7,18,0,29748,52190,0,0,Charged Off,
8116,728,1,45653,505.98,13.8,35,13,0,3177,6690,0,0,Charged Off,
14702,743,7,49005,718.74,14.7,37.56747914,13,0,10693,28140,0,0,Charged Off,
4884,736,2,59196,1208.59,9.1,36.04803422,19,0,3345,20904,0,0,Charged Off,
35473,626,10,110288,2646.92,14.7,29.34412614,18,0,26435,27885,0,0,Charged Off,
10773,727,10,34844,484.91,12.2,37.68978283,9,0,7878,13064,0,0,Charged Off,
4041,672,2,76725,735.28,10.8,31.36680687,7,0,6153,7779,0,0,Charged Off,
10371,727,2,51854,1140.8,11.2,44.19942008,16,1,13741,24626,1,0,Charged Off,
20064,746,2,94301,785.84,19.4,28,27,0,20275,77681,0,0,Charged Off,
8440,737,7,120216,1652.97,18.3,33.79403173,17,0,42747,73322,0,0,Charged Off,
8154,720,7,38733,626.19,8.9,37.69980517,6,0,5621,7134,0,0,Charged Off,
34706,674,1,128908,2084.02,15.1,31.60097602,13,0,38195,48471,0,0,Charged Off,
10192,731,5,50960,938.51,16.7,71,15,1,9113,33380,1,0,Charged Off,
21245,733,0.5,52091,677.19,23.6,37.10356539,7,0,25695,25441,0,0,Charged Off,
35725,694,10,137795,2457.34,14.6,33.25094649,11,0,32210,63157,0,0,Charged Off,
11217,746,2,50985,1193.9,15.4,38.58868446,10,0,18421,42153,0,0,Charged Off,
8102,713,2,28356,257.56,15,36.8347915,6,0,16236,29900,0,0,Charged Off,
9777,737,10,58674,236.65,17,55,6,0,7933,18071,0,0,Charged Off,
19661,728,3,59580,769.58,15.8,41,9,0,15920,27591,0,0,Charged Off,
1204,717,1,4815,55.38,13.9,37.2924125,7,0,0,0,0,0,Charged Off,
21733,675,1,63949,644.81,13.9,31,17,0,18754,42720,0,0,Charged Off,
20756,709,1,139107,3315.39,13,33.8951493,18,0,40142,65699,0,0,Charged Off,
11242,712,4,36662,598.81,14.6,7,15,0,11806,35562,0,0,Charged Off,
17993,724,2,54978,668.9,14.2,35.91787935,15,0,17117,36890,0,0,Charged Off,
10879,664,6,30219,543.94,13.5,32.97485026,11,0,4234,9472,0,0,Charged Off,
8594,742,0.5,29298,634.79,13.8,39.00038911,6,0,4835,9868,0,0,Charged Off,
11178,717,1,89820,1145.21,11.8,34.87229427,11,0,29238,30745,0,0,Charged Off,
1505,751,10,65234,1261.19,34.5,35.63944982,18,0,64128,229849,0,0,Charged Off,
7446,747,1,28580,721.64,21.3,38.75223189,8,0,19686,35470,0,0,Charged Off,
5084,729,6,43718,1133.03,7.2,31,9,0,4451,6604,0,0,Charged Off,
15995,747,5,65980,1297.61,24.9,43.87886518,10,1,4278,6501,1,0,Charged Off,
8101,736,1,65819,1541.26,30.5,16,4,1,5375,21586,0,0,Charged Off,
13628,683,10,81208,2030.2,20.2,32.82960632,17,0,34582,37961,0,0,Charged Off,
3982,725,0.5,40320,314.5,15.4,14,9,0,1454,7570,0,0,Charged Off,
20006,712,10,85026,857.34,15.6,23,7,0,6763,15301,0,0,Charged Off,
10044,670,1,24106,556.44,4.5,11,9,0,1769,4524,0,0,Charged Off,
14667,734,3,53779,1344.48,18.9,20,19,0,19946,24444,0,0,Charged Off,
13756,749,1,83521,615.97,18.8,35.21255403,11,0,10655,13749,0,0,Charged Off,
19992,686,2,84966,2265.76,13.7,74,16,0,38655,54366,0,0,Charged Off,
3993,741,5,31719,518.08,9,39.38658499,5,0,7625,9788,0,0,Charged Off,
13965,725,0.5,67109,603.98,37.1,39.7662596,8,1,5064,9075,1,0,Charged Off,
4946,687,1,27695,351.03,11.6,47,5,0,986,4058,0,0,Charged Off,
15338,730,0.5,36209,648.74,17.9,14,13,0,20310,45846,0,0,Charged Off,
15365,700,3,51230,1460.07,28.8,33.6908641,23,0,50308,74530,0,0,Charged Off,
8170,735,4,45954,1022.48,15.4,50,17,0,14744,25509,0,0,Charged Off,
10023,735,3,50115,664.02,8.8,37.48247602,12,0,11014,19460,0,0,Charged Off,
14013,672,1,55050,1192.74,16.3,62,11,1,19702,25520,1,0,Charged Off,
15117,680,6,43235,861.11,25.8,32.45920226,12,0,12576,17638,0,0,Charged Off,
20378,741,1,97814,80.7,15.8,12,11,0,2911,30011,0,0,Charged Off,
3543,720,1,65800,854.3,22.7,52,6,0,8554,10732,0,0,Charged Off,
14942,745,7,67677,291.01,13.8,37.36633574,5,0,14131,16822,0,0,Charged Off,
10192,744,10,71344,1522,32.6,34.95485958,12,0,14090,28523,0,0,Charged Off,
22645,618,5,96693,568.07,9.7,27.78694221,9,0,22827,31659,0,0,Charged Off,
18517,721,4,94099,105.86,11.6,34.09180403,3,0,5072,11713,0,0,Charged Off,
20442,736,10,71937,1996.26,31.7,34.70387022,22,0,23103,32910,0,0,Charged Off,
17509,667,9,54786,1260.07,19.1,79,13,0,19052,19825,0,0,Charged Off,
34689,660,2,103074,1022.15,15.6,54,6,0,26323,33320,0,0,Charged Off,
10082,729,10,65533,617.1,17.7,76,7,1,10749,15422,1,0,Charged Off,
10157,720,10,34534,687.8,11.4,45.19033732,8,1,8582,41862,1,0,Charged Off,
14819,718,5,74093,802.67,13.1,33,8,0,14845,15710,0,0,Charged Off,
26033,669,9,66489,703.67,15.6,32.65047423,10,0,19525,25258,0,0,Charged Off,
5859,735,7,75191,952.41,13.6,55,9,1,27276,36612,1,0,Charged Off,
14655,722,10,34195,891.92,27.9,73,13,0,16833,36995,0,0,Charged Off,
17977,719,3,64440,1256.58,19.3,72,14,0,16071,19964,0,0,Charged Off,
15353,738,10,51175,412.39,16.3,37.20523709,8,0,8685,9770,0,0,Charged Off,
9248,725,8,46484,264.18,10.5,48,7,0,3438,8147,0,0,Charged Off,
10992,713,10,54962,226.72,24.5,8,8,0,4901,5998,0,0,Charged Off,
23578,696,7,56248,778.1,11.4,35.35833649,11,0,16529,42273,0,0,Charged Off,
12076,683,1,35592,501.25,9.6,34.48904268,11,0,7333,21378,0,0,Charged Off,
18043,697,10,79190,1768.56,24.8,33.54429371,17,0,43069,52716,0,0,Charged Off,
4884,706,5,22383,723.71,12.5,20,8,0,6793,11897,0,0,Charged Off,
14304,668,10,81448,2151.58,9.8,17,14,0,7253,18839,0,0,Charged Off,
10156,746,4,73123,1413.72,28.9,36.02487854,9,0,23791,31470,0,0,Charged Off,
6025,711,7,125525,418.42,27.4,28.55016112,6,0,3091,6426,0,0,Charged Off,
30747,691,3,119988,638.94,19.5,30.01951197,13,0,22742,29612,0,0,Charged Off,
15720,726,1,54549,777.32,14.5,36.91890414,7,0,10908,11703,0,0,Charged Off,
15891,700,10,50684,498.39,19.5,17,11,0,2673,4291,0,0,Charged Off,
23822,717,0.5,53108,400.52,20.8,14,14,1,11258,14508,1,0,Charged Off,
5377,710,1,33010,1034.31,8,35,6,0,4427,10694,0,0,Charged Off,
9923,699,3,34731,813.27,12.9,29,12,0,5994,15490,0,0,Charged Off,
30369,664,10,89531,1693.64,15.3,32.17684756,15,0,28822,31742,0,0,Charged Off,
20525,739,7,112401,2201.18,14.7,36.04480411,22,0,54151,115707,0,0,Charged Off,
5010,705,4,42084,533.06,9.5,65,13,0,6666,30720,0,0,Charged Off,
